Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H3,2007,2007,2007,0,0,2,Export,156,China,CHN,699,India,IND,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,24051379611,,,0
H3,2007,2007,2007,0,0,1,Import,156,China,CHN,842,USA,USA,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,69547964495,,,0
H3,2007,2007,2007,0,0,2,Export,156,China,CHN,842,USA,USA,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,2.33169E+11,,,0
H3,2008,2008,2008,0,0,1,Import,156,China,CHN,76,Brazil,BRA,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,29863442631,,,0
H3,2008,2008,2008,0,0,2,Export,156,China,CHN,76,Brazil,BRA,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,18807457292,,,0
H3,2008,2008,2008,0,0,1,Import,156,China,CHN,392,Japan,JPN,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,1.506E+11,,,0
H3,2008,2008,2008,0,0,2,Export,156,China,CHN,392,Japan,JPN,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,1.16132E+11,,,0
H3,2008,2008,2008,0,0,1,Import,156,China,CHN,699,India,IND,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,20258886260,,,0
H3,2008,2008,2008,0,0,2,Export,156,China,CHN,699,India,IND,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,31585380667,,,0
H3,2008,2008,2008,0,0,1,Import,156,China,CHN,842,USA,USA,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,81585556125,,,0
H3,2008,2008,2008,0,0,2,Export,156,China,CHN,842,USA,USA,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,2.52844E+11,,,0
H3,2009,2009,2009,0,0,1,Import,156,China,CHN,76,Brazil,BRA,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,28280982512,,,0
H3,2009,2009,2009,0,0,2,Export,156,China,CHN,76,Brazil,BRA,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,14118518263,,,0
H3,2009,2009,2009,0,0,1,Import,156,China,CHN,392,Japan,JPN,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,1.30938E+11,,,0
H3,2009,2009,2009,0,0,2,Export,156,China,CHN,392,Japan,JPN,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,97910965891,,,0
H3,2009,2009,2009,0,0,1,Import,156,China,CHN,699,India,IND,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,13714288921,,,0
H3,2009,2009,2009,0,0,2,Export,156,China,CHN,699,India,IND,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,29666559641,,,0
H3,2009,2009,2009,0,0,1,Import,156,China,CHN,842,USA,USA,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,77755100817,,,0
H3,2009,2009,2009,0,0,2,Export,156,China,CHN,842,USA,USA,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,2.21295E+11,,,0
H3,2010,2010,2010,0,0,1,Import,156,China,CHN,76,Brazil,BRA,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,38099447351,,,0
H3,2010,2010,2010,0,0,2,Export,156,China,CHN,76,Brazil,BRA,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,24460651866,,,0
H3,2010,2010,2010,0,0,1,Import,156,China,CHN,392,Japan,JPN,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,1.76736E+11,,,0
H3,2010,2010,2010,0,0,2,Export,156,China,CHN,392,Japan,JPN,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,1.21044E+11,,,0
H3,2010,2010,2010,0,0,1,Import,156,China,CHN,699,India,IND,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,20846313421,,,0
H3,2010,2010,2010,0,0,2,Export,156,China,CHN,699,India,IND,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,40913958297,,,0
H3,2010,2010,2010,0,0,1,Import,156,China,CHN,842,USA,USA,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,1.02734E+11,,,0
H3,2010,2010,2010,0,0,2,Export,156,China,CHN,842,USA,USA,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,2.8378E+11,,,0
H3,2011,2011,2011,0,0,1,Import,156,China,CHN,76,Brazil,BRA,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,52386750280,,,0
H3,2011,2011,2011,0,0,2,Export,156,China,CHN,76,Brazil,BRA,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,31836677325,,,0
H3,2011,2011,2011,0,0,1,Import,156,China,CHN,392,Japan,JPN,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,1.94568E+11,,,0
